source_id,file,sheet,source_cell,raw_label,normalized_label,financial_year,reporting_month,period_start,period_end,period_granularity,measure_type,flow_or_stock,amount,source_unit,normalized_unit,estimate_status,accounting_basis,compatibility_group,publishable,quarantine_reason,citation_locator
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 July $m,Revenue,Revenue,2000-01,July,2000-07-01,2000-07-31,month,mfs_ytd_revenue,flow,13489000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD September $m,Revenue,Revenue,2000-01,September,2000-07-01,2000-09-30,month,mfs_ytd_revenue,flow,33474000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD October $m,Revenue,Revenue,2000-01,October,2000-07-01,2000-10-31,month,mfs_ytd_revenue,flow,47438000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD November $m,Revenue,Revenue,2000-01,November,2000-07-01,2000-11-30,month,mfs_ytd_revenue,flow,61614000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD December $m,Revenue,Revenue,2000-01,December,2000-07-01,2000-12-31,month,mfs_ytd_revenue,flow,74078000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD January $m,Revenue,Revenue,2000-01,January,2000-07-01,2001-01-31,month,mfs_ytd_revenue,flow,90887000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD February $m,Revenue,Revenue,2000-01,February,2000-07-01,2001-02-28,month,mfs_ytd_revenue,flow,104176000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD April $m,Revenue,Revenue,2000-01,April,2000-07-01,2001-04-30,month,mfs_ytd_revenue,flow,134363000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD April $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD May $m,Revenue,Revenue,2000-01,May,2000-07-01,2001-05-31,month,mfs_ytd_revenue,flow,149654000000.0,$m,AUD,actual,accrual,mfs_ytd_revenue,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Revenue | col: ACTUAL 2000-2001 YTD May $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 July $m,Expenses,Expenses,2000-01,July,2000-07-01,2000-07-31,month,mfs_ytd_expense,flow,12308000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD September $m,Expenses,Expenses,2000-01,September,2000-07-01,2000-09-30,month,mfs_ytd_expense,flow,38993000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD October $m,Expenses,Expenses,2000-01,October,2000-07-01,2000-10-31,month,mfs_ytd_expense,flow,52356000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD November $m,Expenses,Expenses,2000-01,November,2000-07-01,2000-11-30,month,mfs_ytd_expense,flow,64770000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD December $m,Expenses,Expenses,2000-01,December,2000-07-01,2000-12-31,month,mfs_ytd_expense,flow,76831000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD January $m,Expenses,Expenses,2000-01,January,2000-07-01,2001-01-31,month,mfs_ytd_expense,flow,91260000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD February $m,Expenses,Expenses,2000-01,February,2000-07-01,2001-02-28,month,mfs_ytd_expense,flow,103031000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD April $m,Expenses,Expenses,2000-01,April,2000-07-01,2001-04-30,month,mfs_ytd_expense,flow,130839000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD April $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD May $m,Expenses,Expenses,2000-01,May,2000-07-01,2001-05-31,month,mfs_ytd_expense,flow,146994000000.0,$m,AUD,actual,accrual,mfs_ytd_expense,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Expenses | col: ACTUAL 2000-2001 YTD May $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 July $m,Operating Result,Operating Result,2000-01,July,2000-07-01,2000-07-31,month,mfs_ytd_net_operating_balance,balance,1181000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD September $m,Operating Result,Operating Result,2000-01,September,2000-07-01,2000-09-30,month,mfs_ytd_net_operating_balance,balance,-5519000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD October $m,Operating Result,Operating Result,2000-01,October,2000-07-01,2000-10-31,month,mfs_ytd_net_operating_balance,balance,-4918000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD November $m,Operating Result,Operating Result,2000-01,November,2000-07-01,2000-11-30,month,mfs_ytd_net_operating_balance,balance,-3156000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD December $m,Operating Result,Operating Result,2000-01,December,2000-07-01,2000-12-31,month,mfs_ytd_net_operating_balance,balance,-2753000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD January $m,Operating Result,Operating Result,2000-01,January,2000-07-01,2001-01-31,month,mfs_ytd_net_operating_balance,balance,-374000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD February $m,Operating Result,Operating Result,2000-01,February,2000-07-01,2001-02-28,month,mfs_ytd_net_operating_balance,balance,1146000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD April $m,Operating Result,Operating Result,2000-01,April,2000-07-01,2001-04-30,month,mfs_ytd_net_operating_balance,balance,3523000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD April $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD May $m,Operating Result,Operating Result,2000-01,May,2000-07-01,2001-05-31,month,mfs_ytd_net_operating_balance,balance,2660000000.0,$m,AUD,actual,accrual,mfs_ytd_net_operating_balance,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Operating Result | col: ACTUAL 2000-2001 YTD May $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 July $m,Assets,Assets,2000-01,July,,2000-07-31,month,mfs_stock_total_assets,stock,132570000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD September $m,Assets,Assets,2000-01,September,,2000-09-30,month,mfs_stock_total_assets,stock,129280000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD October $m,Assets,Assets,2000-01,October,,2000-10-31,month,mfs_stock_total_assets,stock,124819000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD November $m,Assets,Assets,2000-01,November,,2000-11-30,month,mfs_stock_total_assets,stock,126735000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD December $m,Assets,Assets,2000-01,December,,2000-12-31,month,mfs_stock_total_assets,stock,127208000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD January $m,Assets,Assets,2000-01,January,,2001-01-31,month,mfs_stock_total_assets,stock,125861000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD February $m,Assets,Assets,2000-01,February,,2001-02-28,month,mfs_stock_total_assets,stock,128001000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD April $m,Assets,Assets,2000-01,April,,2001-04-30,month,mfs_stock_total_assets,stock,131113000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD April $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD May $m,Assets,Assets,2000-01,May,,2001-05-31,month,mfs_stock_total_assets,stock,135181000000.0,$m,AUD,actual,accrual,mfs_stock_total_assets,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Assets | col: ACTUAL 2000-2001 YTD May $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 July $m,Liabilities,Liabilities,2000-01,July,,2000-07-31,month,mfs_stock_total_liabilities,stock,178870000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD September $m,Liabilities,Liabilities,2000-01,September,,2000-09-30,month,mfs_stock_total_liabilities,stock,182205000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD October $m,Liabilities,Liabilities,2000-01,October,,2000-10-31,month,mfs_stock_total_liabilities,stock,177144000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD November $m,Liabilities,Liabilities,2000-01,November,,2000-11-30,month,mfs_stock_total_liabilities,stock,177291000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD December $m,Liabilities,Liabilities,2000-01,December,,2000-12-31,month,mfs_stock_total_liabilities,stock,177342000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD January $m,Liabilities,Liabilities,2000-01,January,,2001-01-31,month,mfs_stock_total_liabilities,stock,173325000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD February $m,Liabilities,Liabilities,2000-01,February,,2001-02-28,month,mfs_stock_total_liabilities,stock,173537000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD April $m,Liabilities,Liabilities,2000-01,April,,2001-04-30,month,mfs_stock_total_liabilities,stock,172004000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD April $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD May $m,Liabilities,Liabilities,2000-01,May,,2001-05-31,month,mfs_stock_total_liabilities,stock,176567000000.0,$m,AUD,actual,accrual,mfs_stock_total_liabilities,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Liabilities | col: ACTUAL 2000-2001 YTD May $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 July $m,Net Assets,Net Assets,2000-01,July,,2000-07-31,month,mfs_stock_net_worth,stock_balance,-46300000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 July $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD September $m,Net Assets,Net Assets,2000-01,September,,2000-09-30,month,mfs_stock_net_worth,stock_balance,-52925000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD September $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD October $m,Net Assets,Net Assets,2000-01,October,,2000-10-31,month,mfs_stock_net_worth,stock_balance,-52325000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD October $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD November $m,Net Assets,Net Assets,2000-01,November,,2000-11-30,month,mfs_stock_net_worth,stock_balance,-50555000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD November $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD December $m,Net Assets,Net Assets,2000-01,December,,2000-12-31,month,mfs_stock_net_worth,stock_balance,-50134000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD December $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD January $m,Net Assets,Net Assets,2000-01,January,,2001-01-31,month,mfs_stock_net_worth,stock_balance,-47464000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD January $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD February $m,Net Assets,Net Assets,2000-01,February,,2001-02-28,month,mfs_stock_net_worth,stock_balance,-45536000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD February $m
federal_mfs_aggregates,data/raw/federal/federal_mfs_aggregates/snapshots/20260724T190604Z/files/6.-aggregates.xlsx,2000-01,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD April $m,Net Assets,Net Assets,2000-01,April,,2001-04-30,month,mfs_stock_net_worth,stock_balance,-40891000000.0,$m,AUD,actual,accrual,mfs_stock_net_worth,True,,source_id:federal_mfs_aggregates | sheet:2000-01 | row:Net Assets | col: ACTUAL 2000-2001 YTD April $m
